iter	Logloss
331	0.2321025379
332	0.2320787866
333	0.2320554356
334	0.2320310201
335	0.2320091223
336	0.2319867934
337	0.2319652771
338	0.2319438385
339	0.2319213472
340	0.2318998473
341	0.231878437
342	0.2318572621
343	0.2318378159
344	0.2318171686
345	0.2317971879
346	0.2317783446
347	0.2317591575
348	0.2317393345
349	0.2317213791
350	0.2317006823
351	0.2316827622
352	0.2316649529
353	0.231647233
354	0.2316296026
355	0.2316120122
356	0.2315958326
357	0.2315788616
358	0.2315622534
359	0.2315464506
360	0.2315311352
361	0.2315156951
362	0.2314999794
363	0.2314844051
364	0.2314700059
365	0.231455715
366	0.2314412994
367	0.2314272464
368	0.2314129132
369	0.2313981254
370	0.2313844304
371	0.2313716327
372	0.2313586537
373	0.2313457901
374	0.2313328746
375	0.231320084
376	0.2313075595
377	0.2312952516
378	0.2312823009
379	0.2312704193
380	0.2312577959
381	0.2312462817
382	0.2312348547
383	0.231223967
384	0.2312125282
385	0.2312018549
386	0.231191198
387	0.2311809344
388	0.2311703081
389	0.231159988
390	0.2311485986
391	0.2311380972
392	0.2311279937
393	0.2311181329
394	0.2311080059
395	0.2310967131
396	0.2310878697
397	0.2310777686
398	0.231067757
399	0.2310592362
400	0.2310494648
401	0.2310407697
402	0.2310331179
403	0.2310237517
404	0.2310159986
405	0.231007499
406	0.2309992961
407	0.230991821
408	0.2309835546
409	0.2309765716
410	0.2309687974
411	0.2309612257
412	0.2309542287
413	0.2309463084
414	0.2309387132
415	0.2309305315
416	0.230922875
417	0.2309152374
418	0.2309078141
419	0.2309005721
420	0.2308942698
421	0.2308871597
422	0.2308807891
423	0.230874435
424	0.2308684224
425	0.2308633212
426	0.2308574358
427	0.2308517011
428	0.2308461619
429	0.2308393815
430	0.2308333948
431	0.2308278461
432	0.2308230888
433	0.2308168054
434	0.2308116924
435	0.2308059954
436	0.2308012451
437	0.2307956706
438	0.2307913631
439	0.2307862101
440	0.230778636
441	0.2307738057
442	0.2307683677
443	0.2307623716
444	0.2307581583
445	0.2307518136
446	0.2307479489
447	0.2307432033
448	0.2307384978
449	0.2307341879
450	0.2307300312
451	0.2307260863
452	0.230722052
453	0.2307184251
454	0.2307136513
455	0.2307096147
456	0.230705611
457	0.2307016426
458	0.230698336
459	0.2306948622
460	0.2306914332
461	0.2306873989
462	0.2306841959
463	0.2306809152
464	0.2306772507
465	0.230674043
466	0.2306704067
467	0.2306674369
468	0.2306637723
469	0.2306603198
470	0.2306565092
471	0.2306534499
472	0.2306501857
473	0.2306472277
474	0.2306444604
475	0.2306413729
476	0.2306382994
477	0.2306359514
478	0.2306324823
479	0.2306291027
480	0.2306254805
481	0.2306229841
482	0.2306208268
483	0.2306175885
484	0.2306143573
485	0.2306117432
486	0.2306081893
487	0.2306046166
488	0.230602351
489	0.2305989784
490	0.2305965762
491	0.2305929305
492	0.2305904859
493	0.2305886724
494	0.2305860041
495	0.2305841553
496	0.2305820758
497	0.2305806863
498	0.2305775116
499	0.2305742662
500	0.2305726765
501	0.2305699799
502	0.2305674646
503	0.2305654039
504	0.230563249
505	0.2305614826
506	0.2305593466
507	0.2305567442
508	0.2305548577
509	0.2305524696
510	0.2305501593
511	0.2305480679
512	0.2305465889
513	0.2305449568
514	0.2305431222
515	0.2305415066
516	0.2305390431
517	0.2305372297
518	0.23053572
519	0.2305333767
520	0.2305318577
521	0.2305301761
522	0.2305286241
523	0.2305258239
524	0.230524034
525	0.2305219638
526	0.2305203011
527	0.2305186078
528	0.2305171994
529	0.2305154402
530	0.2305140483
531	0.2305129484
532	0.2305119876
533	0.2305103861
534	0.2305084926
535	0.2305065308
536	0.2305052519
537	0.2305034503
538	0.230501658
539	0.230500139
540	0.2304979558
541	0.2304967311
542	0.2304949883
543	0.2304926897
544	0.2304909752
545	0.2304878641
546	0.2304862815
547	0.2304849155
548	0.2304840394
549	0.2304830149
550	0.2304821624
551	0.230481112
552	0.2304796024
553	0.2304784154
554	0.2304760697
555	0.2304752148
556	0.2304732695
557	0.230471602
558	0.2304703303
559	0.2304696143
560	0.2304680859
561	0.230467417
562	0.2304665385
563	0.2304653304
564	0.230464492
565	0.230463159
566	0.2304620403
567	0.2304608957
568	0.2304585783
569	0.2304571369
570	0.2304542448
571	0.2304528671
572	0.2304506792
573	0.2304504249
574	0.2304486726
575	0.2304479119
576	0.2304472219
577	0.2304454791
578	0.2304440095
579	0.2304428178
580	0.2304421678
581	0.2304419888
582	0.2304407642
583	0.2304400906
584	0.2304389154
585	0.2304370337
586	0.2304364943
587	0.2304358255
588	0.2304346574
589	0.2304339979
590	0.2304329405
591	0.2304320314
592	0.2304314615
593	0.2304299872
594	0.2304291723
595	0.2304285812
596	0.2304277851
597	0.2304258822
598	0.2304255737
599	0.2304245351
600	0.2304242124
601	0.2304232845
602	0.2304220504
603	0.2304213627
604	0.2304201875
605	0.2304180656
606	0.2304171518
607	0.2304158824
608	0.230413645
609	0.2304132965
610	0.2304115749
611	0.2304106446
612	0.2304091868
613	0.2304085062
614	0.2304080893
615	0.2304068011
616	0.2304064549
617	0.2304051972
618	0.2304038901
619	0.2304029952
620	0.2304018836
621	0.2303998959
622	0.2303995638
623	0.2303992576
624	0.2303985158
625	0.2303978775
626	0.2303969119
627	0.2303964857
628	0.2303950184
629	0.2303944673
630	0.2303944791
631	0.2303936124
632	0.2303927387
633	0.2303923006
634	0.2303917001
635	0.2303911325
636	0.2303897924
637	0.2303889187
638	0.2303883487
639	0.2303882946
640	0.2303879342
641	0.2303870087
642	0.2303853789
643	0.2303844392
644	0.2303834265
645	0.2303824609
646	0.2303811562
647	0.2303800705
648	0.2303796277
649	0.23037886
650	0.230377852
651	0.2303767357
652	0.230375657
653	0.2303750047
654	0.2303743853
655	0.2303741215
656	0.2303735139
657	0.2303728521
658	0.2303722445
659	0.2303718229
660	0.2303710292
661	0.2303705229
662	0.2303693053
663	0.2303682643
664	0.2303679322
665	0.2303678168
666	0.2303675013
667	0.2303670302
668	0.2303665074
669	0.2303659799
670	0.2303655889
671	0.2303640981
672	0.2303634929
673	0.2303627039
674	0.2303628028
675	0.2303624048
676	0.2303621269
677	0.2303618749
678	0.2303607727
679	0.2303593926
680	0.2303587237
681	0.2303580832
682	0.2303565335
683	0.2303560483
684	0.2303556032
685	0.2303550992
686	0.2303531092
687	0.230352485
688	0.2303519363
689	0.2303515406
690	0.2303517691
691	0.2303513263
692	0.2303510696
693	0.2303503089
694	0.2303502948
695	0.2303485614
696	0.2303477324
697	0.2303460886
698	0.2303453961
699	0.2303451442
700	0.2303440349
701	0.2303445342
702	0.2303434744
703	0.2303422262
704	0.2303419765
705	0.2303417481
706	0.230340945
707	0.2303406294
708	0.230339977
709	0.2303392375
710	0.2303384274
711	0.2303368212
712	0.2303357049
713	0.230335865
714	0.2303351255
715	0.2303335923
716	0.2303326974
717	0.2303323041
718	0.230332078
719	0.2303312513
720	0.2303306578
721	0.230330022
722	0.2303294756
723	0.230329021
724	0.2303287667
725	0.2303281049
726	0.2303275726
727	0.2303268426
728	0.2303259029
729	0.2303252811
730	0.2303248431
731	0.230324259
732	0.2303228765
733	0.2303227329
734	0.2303218356
735	0.230321918
736	0.2303213363
737	0.2303208676
738	0.2303201258
739	0.2303202647
740	0.230320399
741	0.2303193957
742	0.2303186208
743	0.2303179214
744	0.230318098
745	0.230316984
746	0.2303167485
747	0.2303170712
748	0.2303166685
749	0.2303153096
750	0.2303147349
751	0.2303148244
752	0.2303139883
753	0.2303134584
754	0.2303132159
755	0.2303123421
756	0.2303117345
757	0.2303108231
758	0.230310922
759	0.2303102531
760	0.2303098857
761	0.2303092027
762	0.2303086516
763	0.2303084208
764	0.2303085669
765	0.2303073022
766	0.230307208
767	0.2303070407
768	0.2303066051
769	0.2303062235
770	0.2303050625
771	0.2303050059
772	0.2303037978
773	0.2303028793
774	0.2303027097
775	0.2303023635
776	0.2303016711
777	0.2303013437
778	0.2303006348
779	0.2302995091
780	0.2302986495
781	0.2302983622
782	0.2302980795
783	0.2302975355
784	0.2302974178
785	0.2302962967
786	0.2302956443
787	0.230295211
788	0.2302938945
789	0.230292611
790	0.2302927217
791	0.2302923166
792	0.2302919492
793	0.2302918244
794	0.2302909459
795	0.2302905173
796	0.2302902417
797	0.2302897471
798	0.2302894245
799	0.2302890053
800	0.2302880609
801	0.2302881127
802	0.2302872743
803	0.2302858895
804	0.2302849404
805	0.2302847755
806	0.2302844976
807	0.230284003
808	0.2302843751
809	0.2302826889
810	0.2302819588
811	0.2302813582
812	0.2302807694
813	0.2302805245
814	0.2302802678
815	0.2302797874
816	0.2302794412
817	0.2302791845
818	0.2302778703
819	0.2302766268
820	0.2302767775
821	0.2302756565
822	0.2302755623
823	0.2302752867
824	0.2302749099
825	0.2302742505
826	0.2302737771
827	0.2302739632
828	0.2302734662
829	0.2302731624
830	0.2302730941
831	0.2302729387
832	0.2302717682
833	0.2302701102
834	0.230269625
835	0.2302693236
836	0.2302689844
837	0.2302686853
838	0.230268537
839	0.2302679176
840	0.2302671616
841	0.2302659911
842	0.2302657273
843	0.2302657556
844	0.230264684
845	0.230263921
846	0.2302637537
847	0.2302620227
848	0.2302621617
849	0.2302617354
850	0.2302613704
851	0.2302607109
852	0.2302590364
853	0.2302588268
854	0.2302589399
855	0.2302583888
856	0.2302583747
857	0.2302572866
858	0.2302551175
859	0.2302544275
860	0.2302538246
861	0.2302536574
862	0.2302529273
863	0.2302529131
864	0.2302526093
865	0.2302520394
866	0.2302511939
867	0.230251168
868	0.2302510267
869	0.2302497596
870	0.2302496702
871	0.2302490037
872	0.2302490296
873	0.2302483042
874	0.2302480522
875	0.2302478614
876	0.2302460668
877	0.2302456029
878	0.2302451366
879	0.2302443523
880	0.2302437824
881	0.2302433844
882	0.2302424611
883	0.2302421479
884	0.2302414131
885	0.2302411941
886	0.2302409421
887	0.2302401155
888	0.2302396044
889	0.2302385328
890	0.2302378663
891	0.2302367147
892	0.2302361612
893	0.2302360105
894	0.2302352451
895	0.2302337967
896	0.2302334646
897	0.2302328994
898	0.2302318584
899	0.230230476
900	0.2302299131
901	0.23022846
902	0.2302285683
903	0.2302279301
904	0.2302277723
905	0.2302276498
906	0.2302275415
907	0.2302276899
908	0.2302264205
909	0.2302264699
910	0.2302261685
911	0.2302249933
912	0.2302235967
913	0.2302229679
914	0.2302228666
915	0.2302227889
916	0.2302228313
917	0.2302218586
918	0.2302214535
919	0.2302214818
920	0.2302213193
921	0.2302199062
922	0.2302193575
923	0.2302189218
924	0.2302185096
925	0.2302172402
926	0.2302170047
927	0.2302151889
928	0.2302139007
929	0.2302137923
930	0.2302135851
931	0.2302136934
932	0.2302128456
933	0.2302124217
934	0.230211668
935	0.2302097957
936	0.2302097086
937	0.2302086841
938	0.2302090185
939	0.230207881
940	0.2302078033
941	0.2302077114
942	0.2302072969
943	0.2302069013
944	0.2302059969
945	0.2302057025
946	0.2302057355
947	0.230205003
948	0.2302044072
949	0.2302037949
950	0.2302037077
951	0.2302036182
952	0.2302035782
953	0.2302023206
954	0.2302016447
955	0.2302016352
956	0.23020172
957	0.2302004671
958	0.2301999607
959	0.2301994308
960	0.2301982321
961	0.2301974761
962	0.2301968426
963	0.2301964116
964	0.2301955543
965	0.2301950974
966	0.2301943014
967	0.2301938374
968	0.2301932722
969	0.23019282
970	0.2301927235
971	0.2301921559
972	0.2301916236
973	0.2301912044
974	0.2301910419
975	0.2301903189
976	0.2301899162
977	0.2301894993
978	0.2301881145
979	0.2301877236
980	0.2301872478
981	0.2301865766
982	0.2301859855
983	0.2301840943
984	0.2301835621
985	0.2301833478
986	0.2301831217
987	0.2301826671
988	0.2301820736
989	0.2301818287
990	0.230181108
991	0.2301808207
992	0.2301808231
993	0.2301807265
994	0.2301805758
995	0.2301801118
996	0.2301797232
997	0.2301794595
998	0.2301790685
999	0.2301785622
